v0xv1,v2xv3,v4xv6,v8xv10,v4xv5,v4xv10,v4xv11,v6xv7,v6xv8,v6xv9,d0,d1,d2
120.38509977554165,116.0234332233545,102.39635348569685,76.85873956747125,169.95079111463934,10.031809741377046,172.7796418655967,167.34790818159073,169.20646396620268,10.988212296805571,3.094612201917855,3.158308755785507,7.348738872161883
117.00714596144228,124.85002083521226,99.15783429642251,74.86804279513657,166.18049747078342,5.607374814932533,175.92564040672,167.48150267376133,173.19767027183224,8.274717642297977,3.579167908130588,3.5203595997521617,7.5090903752155675
119.6326162214426,118.6858483285132,109.19185768814454,81.58689185418895,162.67073248525284,8.497533961508521,175.3967161175199,169.04965382220857,174.20203163480053,1.3050741288268928,3.4276145149434045,3.284667993743281,7.262672850059259
116.05634176476032,118.34971476445736,124.07523910838745,58.45256108693512,179.2545269885224,8.481805504090302,172.64337289976478,176.09657766087903,173.15263756469542,3.6832962748944467,3.7030337909785325,3.66538578817851,7.3407874002386375
123.57394188981748,115.98466423079965,117.14881738824504,58.36218124370493,178.88588182410152,13.599161394261904,155.6800006225402,179.3344755493165,175.52821918803008,9.516303899635819,3.357485005187562,3.860584944264077,7.450193274102399
125.36410387809583,112.34609852863977,119.68103102415854,54.76903471655358,167.30730776238954,14.82796379241217,164.28709139967364,168.2013398502407,169.98488676216894,11.507718471447522,3.184263997484852,4.007244302316644,7.465061923405411
120.03285349176406,120.5899952429218,123.27357714960522,67.0850039115722,173.21707459466438,15.472284996011641,167.02819120078647,174.855747494948,170.45273687607798,6.710389828894678,3.220533006431798,4.125760953851466,7.377268226762947
128.16925158703168,112.32034944856798,122.63942406788058,61.77636467109954,168.58364735864734,9.775577454183031,163.79551613237405,177.34623647175383,157.19831788211772,14.988575698283212,3.3349002785577886,3.9151798689736377,7.387122978719556
126.45406853096549,112.93419393788618,115.31974115392408,56.84217172883729,155.58804774897507,7.646554374617538,158.3618824349666,163.09925091988768,149.77153133360284,5.69343332823511,3.500863252889119,3.809546391387118,7.40394642858997
117.82697339263832,123.98899130295005,123.5743122938901,81.36795327053743,177.06971598450355,23.57397435907254,160.28794607125658,172.17625989038947,171.6779100310213,6.934418618015349,3.1454809202840925,3.995997138866916,7.610978999399447
124.63276487083981,115.54404323726462,112.28863088004323,60.884365184589484,167.0122575325649,10.059277717632217,169.3750433351494,176.3264055495106,160.26158800842063,3.594683159324264,3.414765072765887,3.8395957369642497,7.476221718960326
119.71122041158691,114.76469650305955,96.08756128897103,80.07802452612087,164.73314464707116,12.466219301386452,158.31773256359043,173.46864475158387,177.0948259107664,8.559891217848374,3.415638703257573,3.7663253610648977,7.464457099527873
118.91976218269652,126.04901336047858,104.50105996592549,78.11854435077808,163.73582430318055,5.087436833011495,173.8490139250173,176.23725345264296,177.9078173418277,12.834090225996103,3.1718943631248995,3.7341884213896983,7.32938192680635
123.26907599406796,120.1791368510644,101.56897651005977,83.31814531260886,157.75812459325118,10.233350940542051,166.29153524853052,166.08527504398296,172.08003598669347,17.312548010399393,3.29737201381857,3.702420261071543,7.693459472595318
115.28441554277492,121.44789545265675,97.19691679726341,90.06017122052383,178.87537803704743,11.780839673941845,168.16694208227815,172.22278207556639,178.21817108062768,19.11982583547631,3.204714598946477,3.511123604460121,7.651137836704736
121.35375784809695,129.14182272279282,102.19634414775878,89.9551593652756,179.23474565277826,17.386320535908915,164.0166350104687,179.1469114282082,173.8881515325759,15.887072068729845,3.13062404423245,3.41652067546983,7.5167630083532275
129.33201923453197,126.76966261697399,92.07879557603484,90.51868604544433,179.49940108435715,11.994839227336449,167.61066638049067,172.60183355390453,178.3395192130992,11.89832646742732,3.2694501649400385,3.2989156693219908,7.563883395814678
123.27664350848339,122.99680354456301,89.34234107285117,89.15455031811031,169.44289090571962,10.669155516270381,170.41049458457263,173.36719398785476,173.51018941395841,6.696262876947736,3.8205283292417365,3.269775675037719,7.526231310548236
122.53808455876134,124.19374549632722,95.24132911041846,78.33438526854744,168.18351011566065,8.7191473228409,172.17683634713785,177.17348531025738,170.99886547011076,15.387092142113751,3.5128927482134316,3.378927172468651,7.544910437434421
118.09252405056786,121.32021019100473,97.61319150551131,81.07670553413183,175.21424765170556,10.645557763476912,168.989416692426,167.91615741238007,175.44260462322362,22.81560507739944,3.336016540290023,3.565165850594843,7.395297719873906
122.4208442439728,125.32095061020222,96.0132431024186,85.32131254026481,171.3558932298078,8.602428878260078,170.41222762338276,169.39434714866545,173.4496849960319,24.289018386247992,3.6750547151669797,3.602061313220512,7.314136099865535
123.62418851093831,126.57793296936063,95.25023233271278,77.68149466101707,174.48313384591762,12.6302509719738,177.57831079709436,168.70908728844577,176.82625691363336,22.073783211391614,3.470002481982636,3.5578228227111945,7.360037682836821
118.41652933440871,120.32627246735107,97.47623643927642,78.48439017312526,169.1614576960891,14.292679040148554,162.69318495183148,178.87538475373776,163.88699492051956,11.469419848906918,3.242989950828894,3.6819738544509497,7.425942015478662
122.75594293027518,122.77127158514263,111.09836305584678,86.20908687959766,172.53429058119966,19.350447708934333,164.9839944225922,175.50609647734657,162.29790423457138,8.967625614286899,3.5197791472549116,3.474296976910877,7.489652318443982
122.17613168353132,125.56783086977694,103.03225652179609,82.96171516512851,172.5448736287892,13.015255978604579,163.30944534957993,160.59305393374248,176.12003818747294,21.2376925043856,3.2846442236408824,3.8175661892518002,7.539222238379683
130.8947352520602,117.6392838381036,106.13493950695184,59.80799298505759,174.6352871988446,17.604008953010737,167.7537686894228,175.66790830811405,157.25123753365583,10.070832927922677,3.4341007201357656,3.3289210191248437,7.380187207049227
129.15708036179268,130.6157509700895,102.11029365755154,68.64239687561042,169.61661154043122,6.291858739988205,178.01948569815585,167.6277418438814,174.91572410555025,9.034328395629812,3.5583511175188565,3.4567914635350827,7.60002545330853
123.00278590969866,129.67787769604905,105.57042188647559,74.56337102111192,177.51863694766843,9.452861749727804,174.02614889639787,167.89039227950963,175.76599779563384,14.588379792243362,3.3547166681106666,3.2286831341585622,7.433862248495365
132.93655672903768,111.1143071889663,107.14115653262898,85.29169905807221,173.4624144196626,10.270860656161862,169.73365694312247,169.10051140001303,149.272188159906,12.928005466601434,3.198190676288152,3.4059410916764747,7.287343321864321
126.29325087920537,133.2494854833678,112.83885906241227,96.77150290152389,169.0095186653794,26.479991812947528,155.07917476868354,173.6405902590679,176.13855269990825,7.9513767222029434,3.3138130771571177,3.7540003187643105,7.53322707073701
130.25119494446676,126.78456646303583,107.1292052718865,82.5709938540094,166.56130215747928,10.695652391656393,165.66532017301049,175.74891026703523,166.19647859999176,7.615054227455084,3.268459022662555,3.8014456719972185,7.265784509412331
126.03071478555798,116.3640170634777,102.67502417068289,76.99586095717125,174.76575357651853,5.3582908557264295,172.55743286919437,169.71706579312266,164.7430115777147,4.927586702960342,3.2152315026947047,3.908073720792726,7.477765813112579
120.37197278786462,129.1639078452753,112.48298855054749,76.10754412378797,170.98960796575807,13.201433436183247,174.20275981943857,175.64226554481743,176.3191671384499,14.662325975031504,3.27082529249522,3.7200083391249406,7.740290990340234
126.07970910840179,112.77076825012921,116.15206129459825,75.13030630165879,175.96154543327708,8.230906652897808,173.00729383881705,171.40193423671388,171.06647729593473,7.820754697320024,3.3219553441997824,3.8800329962777225,7.702381094746488
122.17971908330333,114.2861325249832,120.71816386059399,78.17910689529779,176.69804734198087,17.38384487246132,167.17201139032414,179.83023148217688,162.80788489780969,8.918523235905049,3.5593044435785046,3.843828435888909,7.467474034284579
123.18289974474267,115.47009319144072,123.58707147480429,75.33634774446247,174.95305288266576,14.767834789614207,165.94254118170022,171.96737179673423,165.9180164838401,14.260005648892678,3.522528910995631,3.9541881170845774,7.582340663614239
121.17119239496868,115.22440446810981,108.77334045377877,81.89667109439307,163.43129928626306,11.737182507511486,165.61412332143337,172.70788025529657,166.75989240988082,9.906689524580749,3.5054873677005656,3.7827525039152645,7.508492801060152
119.03883244036035,124.06815411469894,109.39306669253224,76.55828346724472,178.1751996922875,6.690010360377564,175.96747857554266,179.5834154549967,175.1160716767641,12.992949043381016,3.153809193505829,3.9277781715623816,7.193803195111041
126.6109189555889,116.6503154142433,117.70843325018912,89.14500974547005,178.29700610172011,19.28620391285927,170.5565628133561,169.31625838671658,162.68322270103744,8.824836035209364,3.4213491121145356,3.8506563805105043,7.394977604425503
122.67974299459594,121.09193695404811,99.57377685967735,80.34325170731142,176.32200367931728,6.226258379882363,167.45157710288657,176.02403854658917,163.95044546598754,16.44693715065248,3.3609580342548186,3.6853004485789587,7.481695550148912
118.70270400479383,117.24728074151362,103.01718943893879,80.82077875357504,173.0973145747555,5.229293056470489,170.0738947680545,177.33018355837743,173.30786425547964,10.252673022456564,3.0903262785063284,3.6218046140800872,7.567512485595586
123.71097656774212,117.60846056782164,101.56778193641065,74.25304396718727,172.15314050993567,6.4760503226506865,163.06848247370843,179.37330053267516,161.4577109422409,1.786569986904544,3.421452426791379,3.679410242739703,7.813223112517053
126.34077813477853,118.11299862347114,98.17178206249507,74.72126058273177,179.8475147408952,11.741048466004083,157.4225441332945,169.3027564092682,174.93321116416132,12.686750376465291,3.1744987064907884,3.354288800799402,7.688015998066383
121.85694176753853,121.15625396368844,115.48948352864329,73.82465328028083,172.88705168005484,16.750951391043657,170.61249618890113,167.03181549571858,173.007762659448,15.2997962449171,3.4662017093732187,3.4776432355785256,7.293261946034805
130.6324158030668,123.46268085232626,117.69650120090698,72.30981356392115,171.90707322807089,14.489644983648855,168.477183675994,177.44671602766766,157.89483206166327,7.513078557822055,3.140345336027507,3.355856247446156,7.355146818165974
121.04564700603946,128.19123374577595,109.35093072813875,70.72476414017567,179.73789836713016,11.7546339234077,166.83981171278128,165.02577778736622,171.98579397602438,20.592776744935133,3.271336455966901,3.640140132202324,7.626684793798283
125.47299952016034,123.24466599003148,113.23212826456901,78.72783176441695,179.81203446836147,10.745031817404998,168.48160251911926,166.64104593720103,177.21322094243743,15.654060919435336,3.2784402015786225,3.5425194693145,7.653426093179768
