v0xv1,v2xv3,v4xv6,v8xv10,v4xv5,v4xv10,v4xv11,v6xv7,v6xv8,v6xv9,d0,d1,d2
122.14768411352726,108.17032767290442,94.86927003907192,76.12096173952925,178.9957768870529,5.588211038118844,175.08691443141558,170.5930506819075,164.09141601965138,0.501322778657378,0.0,4.31440291916301,7.626276815075606
136.21526019193576,112.25418518001183,88.60704622279775,81.57500979065196,168.98529231940796,4.4618535452430645,169.66029228349865,168.14339589869493,153.76553963548136,10.491249058799383,0.0,4.10370054984495,7.651448286829833
145.7524700005242,110.40942275648271,92.63461510062237,73.5194813650449,178.71353816253594,6.258514190789823,172.4920835340968,178.77793221642983,132.60094190692615,24.916739448917365,0.0,4.153342681884292,7.83897224068316
127.81027545926165,117.5416755738051,97.79670797143513,78.49420434614406,171.60775233118486,5.629826962196097,164.08173770067026,172.5365164363301,167.28002300397526,2.856845671165285,0.0,4.215232534065382,7.807426997287596
120.1552459588521,116.86725673274697,101.58076865624872,79.22970252747963,167.89500556737522,1.897426110070449,169.49859728966337,179.16951779572153,168.62512034942472,9.8559880413498,0.0,4.180341844909641,7.743598709873704
133.66012786204615,106.53689288441599,95.86170101710515,78.21269354288425,168.16754760217728,3.9975922927365044,165.55671525380237,178.13096764313235,142.82128233483763,12.984999534391067,0.0,4.074767961270114,7.785725160130044
127.39788079202961,108.91345876132753,93.4235566284809,78.36367634871385,169.27953514314024,4.617623203721477,161.35300496331152,177.861596900918,157.3786664971533,2.3206291558535637,0.0,4.284999054195646,7.9776243902194
121.27272263784855,110.65352902736001,100.54294906103199,74.5609293478903,177.88308603072684,4.631736242905685,176.51596926795852,172.72458746206323,164.50497233047543,7.146609418977671,0.0,4.359002636796053,7.936337763129277
128.00520272490022,108.50325604332984,99.39283721029834,65.93519133455369,178.5539886609837,4.813126162027661,173.55141963375294,176.36866136432312,155.7327085325317,1.654736934979283,0.0,4.272677038222841,7.841923626614661
130.18856641136634,106.825332026496,108.46977077463887,69.90726473551922,174.91839075915436,6.298012162854212,174.69332441532575,169.6853227690095,149.29698656126217,3.2415688198975237,0.0,4.347519062448786,7.784537685936158
124.89291385883419,112.85721729683658,114.66884854607001,63.91546544060169,171.47708305079496,5.805223311228822,171.72252358841644,173.9318421176354,155.11304972021827,11.24778995463864,0.0,4.339693221659695,7.726340917409243
124.3205936471125,109.04691894815475,112.7512682461818,61.88158753881059,163.73526188084105,7.448837632278035,171.5369339570551,173.73662258483625,161.1987367000685,13.108985756619399,0.0,4.168124508479709,7.65970808088824
122.08335969378382,109.05347561832491,106.13064835261335,70.46530892828241,177.03137261340243,12.216268922612482,174.3828097166023,163.3066313813546,162.82580220115668,2.767582099910401,0.0,4.241052714182415,7.828287567951761
121.06929513536218,112.66966845342657,108.6303959880016,69.97455770409104,176.4051393285256,10.691585840966143,175.86674470783552,172.10243716613377,165.10780952762096,3.681296259458199,0.0,4.041073970570327,8.162435839772952
124.01332503505769,111.23806708854418,107.06986622348697,80.46177171236769,176.8937071602681,9.852648981230807,173.4978352985132,157.71174716942875,169.85328868819866,5.693304010804827,0.0,4.082825078927065,7.994607499094306
122.90270287547888,112.63811891370129,108.9963343204752,72.48899870970796,166.1521777310739,16.399402152130328,175.91684478653318,169.48686814479794,151.98493955001058,7.261925016100451,0.0,4.223701560984299,7.70117452369344
121.4411768552024,114.93986552723315,112.50487273714425,69.35987664173429,168.8946539297348,13.992282821490154,178.19908529191605,168.9015079698874,155.34323334809503,7.8635481397550775,0.0,4.375122914368248,8.019303800299632
126.09683470474668,111.98822873192303,108.07408827385332,63.65748137880709,163.96135662668732,5.220439993002813,169.18645146154594,167.34900548922465,167.8583651733404,6.628274406542114,0.0,4.09834490410745,7.903562790621916
130.01566604419665,113.49388653965057,109.01263370910638,65.18195460520923,159.2732030126005,3.3051355042905057,174.30420100917638,172.4117253236732,148.5398410932023,4.112029029588317,0.0,4.306356175685384,7.813835422483951
125.23946061055655,114.07713423740356,106.18300872087794,71.41013048144912,172.33473999951747,5.805285497346299,174.49609464852287,170.2568852135688,157.66155297405592,1.3687082614333108,0.0,4.134213723197519,7.842610441072068
130.56492708085963,109.78924242268427,104.89372232045612,68.2894302790561,170.22718248042295,14.208053872974652,158.62206802732035,170.20136822856261,153.82531110086472,4.94984753881024,0.0,4.067921732950747,7.810728038222327
135.58218582930206,110.86771414666076,105.72216446228735,65.27762232369909,174.77163336728032,5.267761665192807,175.42336464924495,174.92268357631724,145.20801503535347,6.3580136076808635,0.0,3.927584517535808,7.753530401735171
129.99646151292686,111.15659885079538,100.1066689841723,60.18484672440641,172.62478474721215,6.147914376074315,173.1461682373794,179.79857212537186,146.9069554668476,5.162026176720787,0.0,3.87964908406254,7.826087297470857
125.10767442533702,113.90154351740973,108.31947738403014,56.10270467563146,169.6821233659404,16.012159660494678,170.96992980840702,179.71090384146055,162.65372741170006,9.139246837508896,0.0,3.7668208545563,7.8865115528318634
123.7454234599893,111.2442170707615,117.66403575053448,62.30405249116346,173.0188402606706,11.16511726681056,170.21496839399944,172.1518099389002,165.7776999102379,4.971845448135059,0.0,3.6332814308808263,7.783211972691767
121.65082652786694,113.45583104407797,117.83029873485185,56.07048335565887,171.94918357900696,6.499106933596391,169.10201672166312,171.25698858082987,149.7011060403005,5.848493314380838,0.0,3.663698614572697,7.734773802498277
119.75307266348935,114.46818977081526,110.28781306934754,66.20664472317253,174.54095476453463,1.3261125834474226,177.10819959723398,177.4641723934524,159.22172851627425,6.590361477172598,0.0,3.7930536766906062,7.670096613221543
122.51420741597327,114.31304729463955,109.00670450156329,65.28156224335581,178.11228574429046,3.9258169371425713,176.00958632840891,179.31737319972902,153.63622094166422,3.6087603383647813,0.0,3.864054846427864,7.509865139090423
121.91958690381516,115.8424548970874,116.01638245011065,70.87807297197888,175.68576574054353,9.03565778129,171.6693456070465,175.20080649783398,163.5708092003079,5.179822105636931,0.0,3.9744576312389444,7.817000405203195
126.2184066730218,109.83644541880578,109.129106326085,62.72236103917301,178.11643219043475,2.251616675839539,164.35332937961243,175.22360756982275,162.87352359404477,4.169543966303731,0.0,4.057718283643658,7.906128743427707
124.4863276483436,103.68886428443325,111.2046156043153,71.56969246017258,167.3082292106739,4.1916095265295095,161.2677179927355,171.27597386123261,153.7784452664214,8.451650472427877,0.0,4.013174978700341,7.969161679749836
123.74022911726315,111.66323650077412,100.77402703025301,76.25399294364298,155.23429287976202,8.618897692397866,152.86827635326347,167.69625799064664,159.2651902577487,6.870345745333215,0.0,4.347750536062169,7.92167070345239
128.31959117857306,113.19299324464505,111.46128929467632,66.38221605387896,179.02189251682685,4.286477817116296,177.09198596474025,178.95520614919593,148.07640491097638,4.23716263622614,0.0,4.270041756062957,7.709567290885145
124.37293280268172,120.70603769003043,115.96951798522232,81.7772237605518,179.81562868647555,24.073448840249434,170.76440656157482,177.5786847075836,161.05072882242914,3.1801609606930086,0.0,4.184816575590279,7.660146544028713
