r,rdf,cdf
0.0125,0.0,0.0
0.037500000000000006,0.0,0.0
0.0625,0.0,0.0
0.08750000000000001,0.0,0.0
0.1125,0.0,0.0
0.1375,0.0,0.0
0.16250000000000003,0.0,0.0
0.1875,0.0,0.0
0.21250000000000002,0.0,0.0
0.2375,0.0,0.0
0.2625,0.0,0.0
0.28750000000000003,0.0,0.0
0.3125,0.0,0.0
0.3375,0.0,0.0
0.36250000000000004,0.0,0.0
0.3875,0.0,0.0
0.41250000000000003,0.0,0.0
0.4375,0.0,0.0
0.4625,0.0,0.0
0.48750000000000004,0.0,0.0
0.5125,0.0,0.0
0.5375000000000001,0.0,0.0
0.5625,0.0,0.0
0.5875000000000001,0.0,0.0
0.6125,0.0,0.0
0.6375,0.0,0.0
0.6625000000000001,0.0,0.0
0.6875,0.0,0.0
0.7125000000000001,0.0,0.0
0.7375,0.0,0.0
0.7625,0.0,0.0
0.7875000000000001,0.0,0.0
0.8125,0.0,0.0
0.8375000000000001,0.0,0.0
0.8625,0.0,0.0
0.8875,0.0,0.0
0.9125000000000001,0.0,0.0
0.9375,0.0,0.0
0.9625000000000001,0.0,0.0
0.9875,0.0,0.0
1.0125000000000002,0.0,0.0
1.0375,0.0,0.0
1.0625,0.0,0.0
1.0875,0.0,0.0
1.1125,0.0,0.0
1.1375000000000002,0.0,0.0
1.1625,0.0,0.0
1.1875,0.0,0.0
1.2125000000000001,0.0,0.0
1.2375,0.0,0.0
1.2625000000000002,0.0,0.0
1.2875,0.0,0.0
1.3125,0.0,0.0
1.3375000000000001,0.0,0.0
1.3625,0.0,0.0
1.3875000000000002,0.0,0.0
1.4125,0.0,0.0
1.4375,0.0,0.0
1.4625000000000001,0.0,0.0
1.4875,0.0,0.0
1.5125000000000002,0.0,0.0
1.5375,0.0,0.0
1.5625,0.0,0.0
1.5875000000000001,0.0,0.0
1.6125,0.0,0.0
1.6375000000000002,0.0,0.0
1.6625,0.0,0.0
1.6875,0.0,0.0
1.7125000000000001,0.0,0.0
1.7375,0.0,0.0
1.7625000000000002,0.0,0.0
1.7875,0.0,0.0
1.8125,0.0,0.0
1.8375000000000001,0.0,0.0
1.8625,0.0,0.0
1.8875000000000002,0.0,0.0
1.9125,0.0,0.0
1.9375,0.0,0.0
1.9625000000000001,0.0,0.0
1.9875,0.0,0.0
2.0125,0.0,0.0
2.0375,0.0,0.0
2.0625,0.0,0.0
2.0875000000000004,0.14732817163689954,0.00048609760839976666
2.1125,0.46035772240385026,0.00204160995527902
2.1375,0.9555109611817689,0.005347073692397434
2.1625,2.306408185992188,0.013513513513513513
2.1875,4.561650679106046,0.03004083219910558
2.2125000000000004,8.288765576003534,0.060762201049970835
2.2375,14.054775287243176,0.11403849893058526
2.2625,22.976709481699462,0.20309158078942252
2.2875,30.182314291823406,0.3226715924557651
2.3125,34.86365037686963,0.46383433793505735
2.3375000000000004,39.69138235705139,0.6280381100524985
2.3625,41.54741546959063,0.8036165662064942
2.3875,39.6907338994864,0.9749173634065721
2.4125000000000005,36.66624558475456,1.1364962084386545
2.4375,35.42092118998194,1.2958390044720978
2.4625000000000004,30.936270848349285,1.43787672564651
2.4875,26.603093736759092,1.5625121524402101
2.5125,20.95055124987852,1.662648259770562
2.5375000000000005,17.109827340982307,1.746062609371962
2.5625,13.609808070216657,1.8137273964612095
2.5875000000000004,10.720663544612968,1.8680731090803033
2.6125,8.992613711484209,1.914544040443321
2.6375,6.977142058619083,1.9512930196383436
2.6625000000000005,5.759949160543287,1.9822088275325687
2.6875,4.266631329839145,2.0055415127357574
2.7125000000000004,4.293055401465257,2.029457515069026
2.7375,2.8271355003268592,2.045498736146218
2.7625,2.72572119414099,2.061248298658371
2.7875000000000005,1.9003742236900485,2.072428543651565
2.8125,2.0290653994897347,2.0845809838615597
2.8375000000000004,1.5788271961434162,2.094205716507875
2.8625,1.5983812430152313,2.10412210771923
2.8875,1.6170243294447486,2.1143301574956253
2.9125000000000005,1.3169178124774672,2.1227882558817814
2.9375,1.130912942494053,2.1301769395294574
2.9625000000000004,1.1265368015379007,2.137662842698814
2.9875,0.6905527021973953,2.1423293797394516
3.0125,0.6791388699717211,2.1469959167800896
3.0375000000000005,0.5705881997484146,2.1509819171689673
3.0625,0.8625015751843839,2.1571067470348044
3.0875000000000004,0.6465451912240423,2.1617732840754424
3.1125,0.5964381474626629,2.16614816255104
3.1375,0.5608834722801457,2.1703286019832784
3.1625000000000005,0.7703035056043521,2.1761617732840755
3.1875,0.5813386160960254,2.180633871281353
3.2125000000000004,0.5101164705625698,2.1846198716702316
3.2375,0.5145191364807673,2.1887030915807895
3.2625,0.33777602415928865,2.1914252381878283
3.2875000000000005,0.36830026543554784,2.194439043359907
3.3125,0.45637802608377953,2.198230604705425
3.3375000000000004,0.6224767492882208,2.2034804588761423
3.3625,0.6813944904930508,2.2093136301769394
3.3875,0.82802813708373,2.216507874781256
3.4125000000000005,0.7938879094094113,2.2235076803422125
3.4375,1.1518408886252414,2.2338129496402876
3.4625000000000004,1.1459780012018248,2.2442154384600426
3.4875,0.9395797933762116,2.2528679758895587
3.5125,1.0199186433212504,2.262395489014194
3.5375000000000005,0.8311210237116955,2.27027027027027
3.5625,0.9611386259861687,2.279506124829866
3.5875000000000004,1.3368823059108979,2.2925335407349796
3.6125,1.2298907130030785,2.304685980944974
3.6375,1.513877864042826,2.3198522263270465
3.6625000000000005,1.9527523465616408,2.339685008749757
3.6875,1.6997331226255175,2.3571845226521484
3.7125000000000004,2.1054640347813853,2.3791561345518177
3.7375,1.6637516793764515,2.3967528679758896
3.7625,2.1133686459597376,2.419405016527319
3.7875000000000005,2.0139543034957335,2.441279408905308
3.8125,2.0582997156561302,2.4639315574567373
3.8375000000000004,1.8746236895546378,2.4848337546179273
3.8625,2.3238025131748907,2.511083025471515
3.8875,2.1325802095321853,2.535485125413183
3.9125000000000005,2.323504640684129,2.56241493291853
3.9375,2.857264573064724,2.595955667898114
3.9625000000000004,2.535103277296424,2.6260937196188996
3.9875,3.1413819248285217,2.6639121135524015
4.0125,3.3336403179097416,2.7045498736146216
4.0375,3.796597294399054,2.751409683064359
4.0625,3.9056161016845627,2.8002138829476957
4.0875,4.157711338518338,2.8528096441765505
4.112500000000001,4.798194768218105,2.914252381878281
4.1375,4.275348039316823,2.9696675092358547
4.1625,4.646561570245232,3.0306241493291854
4.1875,4.9061161598840926,3.0957612288547542
4.2125,4.891471724768839,3.1614816255104023
4.237500000000001,4.762417890132316,3.2262298269492513
4.2625,4.876329184687695,3.2933112969084193
4.2875,4.791688450796255,3.360003888780867
4.3125,4.805336013231394,3.427668675870115
4.3375,5.398464620921982,3.504569317518958
4.362500000000001,5.188337573870607,3.579331129690842
4.3875,4.675806581436134,3.647482014388489
4.4125,4.44491286638991,3.713007972000778
4.4375,4.3297632753407065,3.777561734396267
4.4625,4.023471686452087,3.8382267159245576
4.487500000000001,3.8129849534873106,3.89636398988917
4.5125,3.6762663415622563,3.9530429710285824
4.5375,3.3676995511544625,4.005541512735758
4.5625,3.633142290555268,4.062803811005249
4.5875,3.2824868902806426,4.115107913669065
4.612500000000001,3.2470008930140484,4.16741201633288
4.6375,2.668778806094387,4.210869142523818
4.6625,2.8115264689496393,4.257145634843476
4.6875,2.746554498631112,4.302838810033055
4.7125,2.9256389265387552,4.352031888003111
4.737500000000001,2.425718256098481,4.393252965195411
4.7625,2.202178816074374,4.4310713591289135
4.7875000000000005,2.005572747982895,4.4658759478903365
4.8125,2.0235985367091893,4.501361073303519
4.8375,1.8820239739016138,4.534707369239744
4.862500000000001,1.6509250307129961,4.564262103830449
4.8875,1.5857016649218907,4.592941862726035
4.9125000000000005,1.6494136476255141,4.623079914446821
4.9375,1.6380199913965154,4.653315185689286
4.9625,1.4129971528267327,4.679661676064554
4.987500000000001,1.3627341959582913,4.705327629788061
5.0125,1.3185117013312926,4.730410266381489
5.0375000000000005,1.3206369725215499,4.755784561539957
5.0625,1.2475051466296012,4.779992222438266
5.0875,1.2352748024600058,4.804199883336573
5.112500000000001,1.311649227658736,4.830157495625121
5.1375,1.2064827253711476,4.85426793700175
5.1625000000000005,1.276729372257896,4.880031110246938
5.1875,1.1928803993717938,4.904335990666926
5.2125,0.9735274594915724,4.924363212132996
5.237500000000001,1.0251069365042744,4.945654287380906
5.2625,0.7232917605616718,4.960820532762979
5.2875000000000005,0.9093636169117583,4.980069998055609
5.3125,0.7643364098202315,4.996402877697842
5.3375,0.7887428449217504,5.013416293991833
5.362500000000001,0.7769405795893087,5.030332490764145
5.3875,0.7122369232876096,5.045984833754618
5.4125000000000005,0.7670354069174707,5.062998250048609
5.4375,0.8598839429443009,5.082247715341241
5.4625,0.7788769844643003,5.099844448765312
5.487500000000001,0.8101729468656274,5.118316157884502
5.5125,0.735233442395759,5.135232354656814
5.5375000000000005,0.6825482259697169,5.151079136690647
5.5625,0.6971760455021733,5.16741201633288
5.5875,0.6457104419309736,5.182675481236632
5.612500000000001,0.5910558635044943,5.196772311880226
5.6375,0.5171423469718462,5.20921641065526
5.6625000000000005,0.5686501562506083,5.223021582733813
5.6875,0.5636620291111937,5.236826754812365
5.7125,0.5469348977469262,5.25034026832588
5.737500000000001,0.5967869262491206,5.265214855142914
5.7625,0.5761527834736203,5.2797005638732255
5.7875000000000005,0.49068325800892526,5.292144662648259
