v0xv1,v2xv3,v4xv6,v8xv10,v4xv5,v4xv10,v4xv11,v6xv7,v6xv8,v6xv9,d0,d1,d2
117.24485030658326,118.58088118819737,85.05376454694895,105.87016456049768,164.4356254218654,15.540824105361116,166.58007177247714,175.20365330584673,174.0277431072102,2.82734093965662,0.0,0.0,7.683319305106751
122.99843431363664,119.09281420236223,75.88692255729245,110.59927279018211,174.38066964944372,13.469513357693604,169.58964983283758,179.31428199805845,169.40797972413043,7.167208417808716,0.0,0.0,7.63379073289417
127.94544569231451,122.99837121379224,78.0274484700897,105.43709643943366,176.8739334834569,15.702705030550973,166.60730249552546,179.64173722193908,164.86808959335147,13.654749558316185,0.0,0.0,7.886392939774011
124.08281724798088,125.32144055282721,83.86440804968585,92.66108405700683,170.69723106467728,10.14690562064646,169.99538950387947,169.18384907673425,166.7411570462231,12.231427374075304,0.0,0.0,7.748390849864791
118.14953742007619,127.471323480769,85.4267512933095,84.31350022650692,167.22203500862798,8.09432967601708,170.27764153629903,163.78225136485204,164.38316900463911,14.488292096544177,0.0,0.0,7.7231663400604855
128.90777618155394,127.17192329684806,88.3309308937159,83.29122980488104,178.27156834486976,9.276244701389137,167.79061686900403,173.59973360990764,161.89079757316645,22.694239599625472,0.0,0.0,7.693141191120045
138.36974189431828,131.18053806023906,89.3170013338219,84.6324590082173,179.09469823805225,16.41122234813518,172.75133205865274,163.9983529881299,157.99827550207186,28.19680043913388,0.0,0.0,7.714537782002552
133.2564377791452,130.64974808661967,84.63996916421368,83.63077690877104,172.07161097001574,7.180924094197662,169.34886034047787,173.20617816114824,161.34851140473543,20.04086344203,0.0,0.0,7.7816706515256655
128.87950418611052,128.8802504093407,87.70716928355866,83.26463674745588,169.35381987713575,7.502009075458811,164.4525238276484,179.63472461115916,169.4058984942088,10.273598691843818,0.0,0.0,7.589013206199646
127.72815595063408,129.76497769627608,91.37120305967592,88.8034316959386,178.79114440477306,7.747678601926865,164.32628294595307,178.7088660877367,169.48329271594855,6.249415249396492,0.0,0.0,7.606132277129359
124.95390061546159,135.48349372498419,91.52643641185725,85.25978732133996,169.15027910624238,11.32238894276704,174.93846993673475,173.87866283758117,162.28438836811878,16.92683297691769,0.0,0.0,7.571191450304245
132.26410957347133,134.14895641516878,82.97685363128068,89.06494934061215,165.54829633859313,8.675804067970091,171.35194766654053,178.75317235453537,154.57520639481083,27.543183606129336,0.0,0.0,7.53716019949977
131.51295634258003,137.35262821051217,88.07095597010948,101.36404933165733,166.26624337006646,17.536559518362864,166.85845220154326,179.9222649003069,160.43941651068047,10.008800781430807,0.0,0.0,7.662929170452672
134.385754374211,134.10928111610406,83.63394354381926,108.57111953613133,176.45935255239834,10.691687445285215,170.82036471178176,174.31769468133612,170.7508647894152,9.999568335498507,0.0,0.0,7.7905220318302515
133.56272991757552,135.21209165813923,83.35819369440291,105.59839155403452,168.33854773496387,7.866049455476622,164.79556331943394,169.39170883718586,163.99807816427546,8.783246241493146,0.0,0.0,7.632949430187697
131.73116105315256,138.1933075052062,83.76743028656342,100.09050425649565,171.51243173107667,10.476334015854823,164.78031640001484,175.32748524723743,165.0143541901564,10.721224159804468,0.0,0.0,7.693216275262862
136.38430505565103,131.45076007725993,89.50749650014816,92.83626336087205,173.7634375410694,11.759763325296214,164.37366662877753,169.94799617342028,167.13742203329411,10.477913431048066,0.0,0.0,7.77783218740157
129.58402954844115,128.3603239996285,83.2947177489151,100.66554574295958,177.7073714300341,8.303860432924024,168.65067009763845,168.85101998083405,176.99922130116394,2.691321922456953,0.0,0.0,7.64357388857799
125.32350208767552,126.83863022007621,76.97883909997176,100.3639900809594,179.1068728469953,3.7378053370652684,177.51620792181637,166.44490543429535,171.13929311757798,9.414504810999507,0.0,0.0,7.632878881695426
124.76902822105957,133.27510283179572,73.30010499016082,91.3866248859692,172.97274446511477,5.275825529914771,172.34364766658166,170.0927069899983,167.82953231974207,12.859388761947233,0.0,0.0,7.70188843187778
132.2128217142445,128.697711398193,77.93735646202029,90.90025850090616,170.13385068228365,7.7069110126281535,161.96319130001382,173.96536735148584,169.9095754589698,6.452409247837993,0.0,0.0,7.692820975550155
123.49805191908342,131.94014194698053,88.97087610602206,94.26195933802937,176.08016452214858,9.05351972646615,171.40262621572694,171.8876607586713,172.20039534528323,12.919106559512551,0.0,0.0,7.774548732195775
124.62099521448388,126.07810888770462,92.04359298332068,95.45381179711978,169.86686251020777,14.395814131071385,170.98194694225336,175.03222401071127,169.17759419976338,6.888720886912022,0.0,0.0,7.7037083579316965
137.90510634239365,127.37741614885343,81.68246370279643,94.3779620410968,172.00010418720592,3.887130275729375,176.92319347032102,173.01195866793327,171.18093744215562,22.080924244297346,0.0,0.0,7.656522374574025
139.1198120860555,130.38688355980713,80.33330799100186,101.30094660677867,177.25500024196896,3.832637996172831,171.15163727969994,174.94852737512613,179.0733269446524,25.528402086306794,0.0,0.0,7.910559604330763
130.41907709725194,133.7260595614081,87.75410998311635,103.84373981076475,167.080416923628,10.6772250204936,169.04084085512142,174.78810394249004,163.08765497383578,9.966182240836549,0.0,0.0,7.719317691988103
130.06962519827334,135.50559643608884,83.43265640063137,99.20073201829234,178.69132082767058,8.708373911756333,167.37188952105754,169.78784839657806,160.2257454104923,17.300438063191685,0.0,0.0,7.632081464835472
